kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
gemm.1.sm_30.ptx 120 : 4194304 132793056 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 121 : 4194304 31020416 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 122 : 4194304 132686144 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 123 : 4194304 132784800 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 124 : 4194304 31055072 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 125 : 4194304 132718848 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 126 : 4194304 132729184 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 127 : 4194304 30931264 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 128 : 4194304 132517536 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 129 : 4194304 132873888 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 130 : 4194304 31082240 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 131 : 4194304 132610048 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 132 : 4194304 132905184 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 133 : 4194304 31702784 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 134 : 4194304 133211904 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 135 : 4194304 133169568 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 136 : 4194304 30860288 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 137 : 4194304 132391104 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 138 : 4194304 132500000 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 139 : 4194304 30985280 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 140 : 4194304 132726816 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 141 : 4194304 132509088 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 142 : 4194304 30994432 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 143 : 4194304 132308928 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 144 : 4194304 132317664 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 145 : 4194304 31001120 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 146 : 4194304 132553248 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 147 : 4194304 132687040 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 148 : 4194304 30965792 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 149 : 4194304 132735680 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 150 : 4194304 132691424 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 151 : 4194304 30765792 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 152 : 4194304 132608384 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 153 : 4194304 132586688 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 154 : 4194304 30702240 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 155 : 4194304 132388032 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 156 : 4194304 132094848 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 157 : 4194304 30945888 0 0 0 0 0 0 0 
gemm.1.sm_30.ptx 158 : 4194304 132085248 0 131072 131072 0 0 0 0 
gemm.1.sm_30.ptx 159 : 4194304 131803872 0 131072 131072 0 0 0 0 
